0,1,54,0.6777777777777777
1,1,81,0.7296296296296296
2,1,108,0.6629629629629631
3,1,135,0.6814814814814815
4,1,162,0.711111111111111
5,1,189,0.7148148148148148
6,1,216,0.6037037037037037
7,1,243,0.6222222222222222
8,1,270,0.625925925925926
9,2,54,0.6185185185185185
10,2,81,0.5962962962962963
11,2,108,0.6592592592592592
12,2,135,0.5555555555555556
13,2,162,0.5925925925925926
14,2,189,0.6851851851851851
15,2,216,0.5555555555555556
16,2,243,0.5814814814814815
17,2,270,0.5555555555555556
18,3,54,0.7074074074074074
19,3,81,0.625925925925926
20,3,108,0.6444444444444445
21,3,135,0.6333333333333333
22,3,162,0.6407407407407407
23,3,189,0.625925925925926
24,3,216,0.6592592592592592
25,3,243,0.5777777777777777
26,3,270,0.6148148148148149
27,5,54,0.6814814814814815
28,5,81,0.6185185185185185
29,5,108,0.6814814814814814
30,5,135,0.6481481481481481
31,5,162,0.6
32,5,189,0.6814814814814815
33,5,216,0.6407407407407406
34,5,243,0.6222222222222223
35,5,270,0.6296296296296295
36,6,54,0.6111111111111112
37,6,81,0.6481481481481481
38,6,108,0.6074074074074074
39,6,135,0.6444444444444445
40,6,162,0.6185185185185185
41,6,189,0.6296296296296295
42,6,216,0.6444444444444445
43,6,243,0.6074074074074074
44,6,270,0.6222222222222222
45,7,54,0.6370370370370371
46,7,81,0.6703703703703704
47,7,108,0.6074074074074074
48,7,135,0.6370370370370371
49,7,162,0.6259259259259259
50,7,189,0.5703703703703704
51,7,216,0.6851851851851852
52,7,243,0.6259259259259259
53,7,270,0.611111111111111
54,10,54,0.5777777777777778
55,10,81,0.611111111111111
56,10,108,0.562962962962963
57,10,135,0.5962962962962963
58,10,162,0.6
59,10,189,0.5962962962962963
60,10,216,0.6
61,10,243,0.6
62,10,270,0.6185185185185185
63,12,54,0.6
64,12,81,0.5851851851851851
65,12,108,0.625925925925926
66,12,135,0.5740740740740742
67,12,162,0.5740740740740742
68,12,189,0.6185185185185185
69,12,216,0.6037037037037036
70,12,243,0.5666666666666667
71,12,270,0.6037037037037036
72,15,54,0.6148148148148149
73,15,81,0.6222222222222223
74,15,108,0.6185185185185185
75,15,135,0.625925925925926
76,15,162,0.5925925925925926
77,15,189,0.6703703703703704
78,15,216,0.6333333333333334
79,15,243,0.6074074074074074
80,15,270,0.6592592592592592
81,19,54,0.6481481481481481
82,19,81,0.625925925925926
83,19,108,0.6296296296296295
84,19,135,0.5666666666666667
85,19,162,0.5925925925925926
86,19,189,0.6
87,19,216,0.5740740740740741
88,19,243,0.5814814814814815
89,19,270,0.6222222222222221
90,25,54,0.5888888888888889
91,25,81,0.6074074074074074
92,25,108,0.5777777777777777
93,25,135,0.5925925925925927
94,25,162,0.6037037037037039
95,25,189,0.5962962962962963
96,25,216,0.5888888888888888
97,25,243,0.6
98,25,270,0.6148148148148148
99,31,54,0.6222222222222222
100,31,81,0.6185185185185185
101,31,108,0.6222222222222222
102,31,135,0.6148148148148149
103,31,162,0.6333333333333334
104,31,189,0.5925925925925926
105,31,216,0.6074074074074074
106,31,243,0.6148148148148148
107,31,270,0.6074074074074074
108,39,54,0.6037037037037037
109,39,81,0.6037037037037039
110,39,108,0.6518518518518519
111,39,135,0.6074074074074074
112,39,162,0.611111111111111
113,39,189,0.6185185185185185
114,39,216,0.5703703703703704
115,39,243,0.6370370370370371
116,39,270,0.5925925925925926
117,50,54,0.5814814814814815
118,50,81,0.5962962962962963
119,50,108,0.5666666666666667
120,50,135,0.5851851851851851
121,50,162,0.5814814814814815
122,50,189,0.5592592592592593
123,50,216,0.6037037037037039
124,50,243,0.5962962962962963
125,50,270,0.6074074074074074
126,63,54,0.5888888888888889
127,63,81,0.5703703703703704
128,63,108,0.6148148148148147
129,63,135,0.6407407407407408
130,63,162,0.6222222222222223
131,63,189,0.5888888888888889
132,63,216,0.5703703703703704
133,63,243,0.5962962962962963
134,63,270,0.5962962962962963
135,79,54,0.6
136,79,81,0.6037037037037036
137,79,108,0.6148148148148149
138,79,135,0.6222222222222223
139,79,162,0.6
140,79,189,0.6185185185185185
141,79,216,0.6074074074074074
142,79,243,0.6148148148148148
143,79,270,0.6185185185185185
144,100,54,0.5851851851851851
145,100,81,0.5592592592592593
146,100,108,0.5888888888888889
147,100,135,0.611111111111111
148,100,162,0.5703703703703703
149,100,189,0.5888888888888889
150,100,216,0.6
151,100,243,0.5814814814814815
152,100,270,0.5777777777777778
153,125,54,0.6074074074074074
154,125,81,0.6333333333333333
155,125,108,0.5962962962962963
156,125,135,0.611111111111111
157,125,162,0.6037037037037037
158,125,189,0.6037037037037036
159,125,216,0.6
160,125,243,0.5925925925925926
161,125,270,0.5703703703703703
162,158,54,0.611111111111111
163,158,81,0.5814814814814815
164,158,108,0.5962962962962963
165,158,135,0.5888888888888889
